X,Y,Pop,ele,Distance=5000 Number of People=1000,Distance=10000 Number of People=1000,Distance=15000 Number of People=1000,Distance=20000 Number of People=1000,Distance=25000 Number of People=1000,Distance=30000 Number of People=2000,Distance=35000 Number of People=2000,Distance=40000 Number of People=2000,Distance=45000 Number of People=2000,Distance=50000 Number of People=3000
4090987.239,-41657.1083,19.86277944,0,0,0,0,0,0,0,0,0,0,0
4292252.878,709535.0454,5745.369357,0,0,0,1,1,1,1,1,1,1,1
3527443.449,-1494927.725,2651.277558,0,0,0,1,1,1,1,1,1,1,1
277003.374,810224.6548,12507.44623,0,0,0,1,1,1,1,1,1,1,1
3074595.761,-2130353.541,357.9249819,0,0,0,0,0,0,0,0,0,0,0
3779025.499,-151626.531,18513.83767,0,0,0,1,1,1,1,1,1,1,1
3718645.807,-2886637.938,7037.394879,0,0,0,1,1,1,1,1,1,1,1
357509.6298,810224.6548,1057.325572,0,0,0,0,0,1,1,1,1,1,1
3869595.036,-481947.3939,42261.75386,0,0,0,1,1,1,1,1,1,1,1
-1403564.715,931327.2451,15936.4314,0,0,0,1,1,1,1,1,1,1,1
3618012.987,2063487.307,364.164258,0,0,0,0,0,0,0,0,0,0,0
679534.6527,1062910.465,17133.57307,0,0,0,1,1,1,1,1,1,1,1
-75211.495,749787.7709,3134.12203,0,0,0,1,1,1,1,1,1,1,1
3044405.915,-1722066.31,1867.034112,0,0,0,1,1,1,1,1,1,1,1
3899784.882,-2183294.203,577.0124537,0,0,0,0,0,0,0,0,0,0,0
1404090.954,-502000.3433,1158.827329,0,0,0,1,1,1,1,1,1,1,1
3628076.269,-2908782.869,10876.95438,0,0,0,1,1,1,1,1,1,1,1
1756305.823,-431835.9307,1737.084479,0,0,0,0,0,1,1,1,1,1,1
3819278.626,1460670.863,1452.698725,0,0,0,0,0,1,1,1,1,1,1
3467063.757,-2612531.922,6889.357406,1,1,1,1,1,1,1,1,1,1,1
3416747.347,-1484650.565,877.8179477,0,0,0,0,0,0,0,0,0,0,0
3336241.092,-401782.3697,109641.2689,0,0,0,1,1,1,1,1,1,1,1
4020544.266,2084573.619,1167.70061,0,0,0,0,0,1,1,1,1,1,1
3114848.888,-2666966.521,404.737139,0,0,0,0,0,0,0,0,0,0,0
1072002.649,1093339.224,12093.92667,0,0,0,1,1,1,1,1,1,1,1
3618012.987,-1732440.82,1180.988106,0,0,0,0,0,1,1,1,1,1,1
659408.0881,669311.1966,23963.32474,0,0,0,1,1,1,1,1,1,1,1
2148773.82,-2515009.812,12.13505754,0,0,0,0,0,0,0,0,0,0,0
4030607.548,-1577288.232,1468.59556,0,0,0,0,0,1,1,1,1,1,1
-236224.0071,779997.2703,5809.392207,0,0,0,1,1,1,1,1,1,1,1
4141303.649,-1940935.152,11806.28597,0,0,0,1,1,1,1,1,1,1,1
-739388.1054,769925.4841,16212.36703,0,0,0,1,1,1,1,1,1,1,1
3668329.397,-2204511.875,2985.724877,0,0,0,1,1,1,1,1,1,1,1
830483.8821,2137388.699,38.01483353,0,0,0,0,0,0,0,0,0,0,0
4231873.187,1215314.746,36748.81654,0,0,0,1,1,1,1,1,1,1,1
1806622.233,-1402570.632,14865.46762,1,1,1,1,1,1,1,1,1,1,1
568838.5509,840470.632,54754.35998,0,0,0,1,1,1,1,1,1,1,1
3124912.171,-2289625.857,371.7673845,0,0,0,0,0,0,0,0,0,0,0
-1775906.148,1760113.811,11263.19473,0,0,0,1,1,1,1,1,1,1,1
2531178.535,-3897417.153,121.0428827,0,0,0,0,0,0,0,0,0,0,0
4543834.928,1012250.134,9920.60857,0,0,0,1,1,1,1,1,1,1,1
810357.3184,629114.5628,272457.287,1,1,1,1,1,1,1,1,1,1,1
3708582.525,-2886637.938,12437.22482,0,0,0,1,1,1,1,1,1,1,1
2088394.128,-3416562.319,45.39108101,0,0,0,0,0,0,0,0,0,0,0
3175228.58,-502000.3433,1552.101544,0,0,0,0,0,1,1,1,1,1,1
3970227.856,-512028.7131,15020.70319,0,0,0,1,1,1,1,1,1,1,1
1102192.495,408445.773,211.1777663,0,0,0,0,0,0,0,0,0,0,0
3970227.856,1542925.232,1424.990575,0,0,0,1,1,1,1,1,1,1,1
3074595.761,-2109217.989,357.9249819,0,0,0,0,0,0,0,0,0,0,0
1534913.62,-642524.9147,3196.072026,0,0,0,1,1,1,1,1,1,1,1
3175228.58,-1846869.952,1635.325821,0,0,0,0,0,1,1,1,1,1,1
2168900.384,-2558281.16,26.00369473,0,0,0,0,0,0,0,0,0,0,0
3064532.478,-2590809.817,153.1475137,0,0,0,0,0,0,0,0,0,0,0
538648.7048,749787.7709,14277.97756,0,0,0,1,1,1,1,1,1,1,1
2963899.659,-1982875.869,2170.037262,0,0,0,1,1,1,1,1,1,1,1
-306666.9806,790071.0423,4527.065154,0,0,0,1,1,1,1,1,1,1,1
5268391.229,-2130353.541,23159.83335,0,0,0,1,1,1,1,1,1,1,1
4171493.495,1164439.371,26014.001,0,0,0,1,1,1,1,1,1,1,1
-1584703.79,1885128.416,749.6373271,0,0,0,0,0,0,0,0,0,0,0
3316114.528,-3578626.324,20248.20472,1,1,1,1,1,1,1,1,1,1,1
900926.8556,588943.4876,15929.28333,0,0,0,1,1,1,1,1,1,1,1
-769577.9506,1460670.863,5165.985061,0,0,0,1,1,1,1,1,1,1,1
2108520.692,-2569116.827,481.9351424,0,0,0,0,0,0,0,0,0,0,0
4473391.954,749787.7709,2728.741364,0,0,0,1,1,1,1,1,1,1,1
800294.0361,1481210.99,24108.53224,0,0,0,1,1,1,1,1,1,1,1
-367046.6719,810224.6548,1942.321707,0,0,0,1,1,1,1,1,1,1,1
3849468.472,-1826021.535,2.199723361,0,0,0,0,0,0,0,0,0,0,0
890863.5734,588943.4876,16623.28081,0,0,0,1,1,1,1,1,1,1,1
1655673.003,-512028.7131,4697.761089,0,0,0,1,1,1,1,1,1,1,1
-387173.2364,1245877.439,5835.560509,0,0,0,1,1,1,1,1,1,1,1
3477127.039,-3324875.006,5907.144848,1,1,1,1,1,1,1,1,1,1,1
2118583.974,-3660461.822,25.21726723,0,0,0,0,0,0,0,0,0,0,0
880800.2919,588943.4876,16623.28081,0,0,0,1,1,1,1,1,1,1,1
2219216.793,-3382103.126,102.1299323,0,0,0,0,0,0,0,0,0,0,0
1494660.492,901021.2148,438.4452672,0,0,0,0,0,0,0,0,0,0,0
870737.0096,588943.4876,29892.92086,0,0,0,1,1,1,1,1,1,1,1
2893456.685,-2450312.772,138.2062929,0,0,0,0,0,0,0,0,0,0,0
3597886.423,-1836443.297,424.220994,0,0,0,0,0,0,0,0,0,0,0
2551305.099,-3245174.06,41.60849092,0,0,0,0,0,0,0,0,0,0,0
860673.7281,588943.4876,31052.30488,0,0,0,1,1,1,1,1,1,1,1
4221809.905,709535.0454,4005.686352,0,0,0,0,0,1,1,1,1,1,1
4010480.983,-61649.6198,46801.67405,0,0,1,1,1,1,1,1,1,1,1
458142.4494,1347966.833,5574.432698,0,0,0,1,1,1,1,1,1,1,1
850610.4459,588943.4876,79828.08069,1,1,1,1,1,1,1,1,1,1,1
3507316.886,-2964292.892,26070.50703,0,0,0,1,1,1,1,1,1,1,1
3758898.935,-2215129.717,2644.191026,0,0,0,1,1,1,1,1,1,1,1
1816685.515,-2268310.329,105.7483586,0,0,0,0,0,0,0,0,0,0,0
840547.1636,588943.4876,26416.80995,0,0,0,1,1,1,1,1,1,1,1
1977698.026,-3416562.319,133.6515163,0,0,0,0,0,0,0,0,0,0,0
-1333121.741,1594464.771,916.1697332,0,0,0,0,0,0,0,0,0,0,0
498395.5769,1103487.732,1945.234112,0,0,0,1,1,1,1,1,1,1,1
840547.1636,1409386.813,237279.7795,1,1,1,1,1,1,1,1,1,1,1
3074595.761,-2897706.224,10891.33771,1,1,1,1,1,1,1,1,1,1,1
4382822.417,1012250.134,11190.48886,0,0,0,1,1,1,1,1,1,1,1
-216097.4429,1184780.32,85207.15029,1,1,1,1,1,1,1,1,1,1,1
1514787.055,-1412817.538,17818.16423,1,1,1,1,1,1,1,1,1,1,1
-517995.9021,759855.6608,4240.406316,0,0,0,1,1,1,1,1,1,1,1
2541241.816,-3731050.511,41.60849092,0,0,0,0,0,0,0,0,0,0,0
3839405.19,48306.9014,83006.55528,0,0,1,1,1,1,1,1,1,1,1
3698519.243,-2886637.938,12437.22482,0,0,0,1,1,1,1,1,1,1,1
1555040.184,-1639231.823,3159.093984,1,1,1,1,1,1,1,1,1,1,1
3094722.324,-1494927.725,1528.383533,0,0,0,0,0,1,1,1,1,1,1
3567696.577,48306.9014,38746.36197,0,0,1,1,1,1,1,1,1,1,1
3587823.141,-2418056.645,2485.700012,0,0,0,0,0,1,1,1,1,1,1
1283331.571,1073050.616,22854.96994,0,0,0,1,1,1,1,1,1,1,1
4262063.033,-1763592.003,3018.080716,0,0,0,1,1,1,1,1,1,1,1
156243.9906,890923.8474,7583.090825,0,0,0,1,1,1,1,1,1,1,1
3849468.472,-1649570.703,53070.5258,0,0,0,1,1,1,1,1,1,1,1
3235608.272,-3683945.232,24647.35699,1,1,1,1,1,1,1,1,1,1,1
3436873.912,-1972382.773,7186.184443,0,0,0,1,1,1,1,1,1,1,1
3396620.784,2222196.414,87.08275734,0,0,0,0,0,0,0,0,0,0,0
3134975.453,-1566978.974,1675.429179,0,0,0,0,0,1,1,1,1,1,1
2118583.974,-3909392.224,14378.88577,1,1,1,1,1,1,1,1,1,1,1
3618012.987,1604785.137,4429.345703,0,0,0,1,1,1,1,1,1,1,1
2984026.223,-2278964.967,317.5009431,0,0,0,0,0,0,0,0,0,0,0
3547570.013,-2109217.989,2588.529289,0,0,0,1,1,1,1,1,1,1,1
3195355.144,-2310966.528,439.0019115,0,0,0,0,0,0,0,0,0,0,0
2883393.403,-301666.0331,498.026352,0,0,0,0,0,0,0,0,0,0,0
4272126.315,1604785.137,7280.175988,0,0,0,1,1,1,1,1,1,1,1
2219216.793,-3957418.322,539.6495186,0,0,0,0,0,0,0,0,0,0,0
3668329.397,1812118.492,629.3708371,0,0,0,0,0,0,0,0,0,0,0
3718645.807,-461899.3264,17488.16522,0,0,0,1,1,1,1,1,1,1,1
830483.8821,528731.1861,24510.35805,1,1,1,1,1,1,1,1,1,1,1
3567696.577,318331.7712,2111.991747,0,0,0,1,1,1,1,1,1,1,1
2933709.813,-2787392.905,222.2506602,0,0,0,0,0,0,0,0,0,0,0
2823013.711,-3590283.569,93.30388874,0,0,0,0,0,0,0,0,0,0,0
-24895.0852,1266268.639,7140.587705,0,0,0,1,1,1,1,1,1,1,1
4141303.649,-241634.4401,5460.609114,0,0,0,1,1,1,1,1,1,1,1
4251999.751,1337742.594,16934.09204,0,0,0,1,1,1,1,1,1,1,1
3416747.347,1399141.133,1345.824432,0,0,0,1,1,1,1,1,1,1,1
1303458.135,398429.3115,5959.235444,0,0,0,1,1,1,1,1,1,1,1
810357.3184,729657.6954,11040.68344,0,0,0,1,1,1,1,1,1,1,1
-226160.7248,769925.4841,2947.713464,0,0,0,1,1,1,1,1,1,1,1
4201683.341,880828.7565,42437.66828,0,0,0,1,1,1,1,1,1,1,1
2078330.846,-3637024.013,5040.931718,1,1,1,1,1,1,1,1,1,1,1
1565103.465,1083193.528,13335.7387,0,0,0,1,1,1,1,1,1,1,1
-457616.21,911120.8869,1730.301391,0,0,0,0,0,1,1,1,1,1,1
2209153.511,-3382103.126,137.4341064,0,0,0,0,0,0,0,0,0,0,0
95864.2981,709535.0454,13652.79205,0,0,0,1,1,1,1,1,1,1,1
4785353.695,1032506.287,3242.698475,0,0,0,1,1,1,1,1,1,1,1
3517380.167,-3245174.06,5308.234751,1,1,1,1,1,1,1,1,1,1,1
4332506.007,1470939.006,9420.780864,0,0,0,1,1,1,1,1,1,1,1
266940.0917,1052773.044,1997.120257,0,0,0,1,1,1,1,1,1,1,1
4000417.702,-421817.018,1329.325485,0,0,0,0,0,0,0,0,0,0,0
3155102.017,-542121.7077,1552.101544,1,1,1,1,1,1,1,1,1,1,1
2682127.764,-3313459.545,1191.515876,1,1,1,1,1,1,1,1,1,1,1
2853203.558,-975155.1674,6077.855578,0,0,0,1,1,1,1,1,1,1,1
3084659.043,-1290089.589,2623.099961,0,0,0,1,1,1,1,1,1,1,1
1444344.082,-622432.0443,7741.166889,0,0,0,1,1,1,1,1,1,1,1
-608565.4398,1002125.965,2776.028711,0,0,0,1,1,1,1,1,1,1,1
4141303.649,911120.8869,16430.73198,0,0,0,1,1,1,1,1,1,1,1
850610.4459,1276469.144,28870.29516,0,0,0,1,1,1,1,1,1,1,1
2088394.128,-3132134.219,1.733579649,0,0,0,0,0,0,0,0,0,0,0
3155102.017,-3428069.384,3695.832806,0,0,0,1,1,1,1,1,1,1,1
4704847.44,1113639.082,4071.03485,0,0,0,1,1,1,1,1,1,1,1
890863.5734,1926958.521,315.9983037,0,0,0,0,0,0,0,0,0,0,0
3356367.656,2350141.97,87.08275734,0,0,0,0,0,0,0,0,0,0,0
3648202.833,-301666.0331,24955.78046,0,0,0,1,1,1,1,1,1,1,1
488332.2946,880828.7565,10401.79752,1,1,1,1,1,1,1,1,1,1,1
4714910.721,1012250.134,4553.2008,0,0,0,1,1,1,1,1,1,1,1
2007887.872,-2765427.046,1.733579649,0,0,0,0,0,0,0,0,0,0,0
2128647.256,-3637024.013,26.47813059,0,0,0,0,0,0,0,0,0,0,0
3426810.63,-2732537.296,1279.776312,1,1,1,1,1,1,1,1,1,1,1
4302316.161,679364.5422,19562.16139,0,0,0,1,1,1,1,1,1,1,1
-558249.0296,1194955.367,4029.636471,0,0,0,1,1,1,1,1,1,1,1
-1594767.073,1801708.036,3224.507234,0,0,0,1,1,1,1,1,1,1,1
-759514.6691,578904.5175,2078.877164,0,0,0,1,1,1,1,1,1,1,1
3748835.653,1958385.195,65.312068,0,0,0,0,0,0,0,0,0,0,0
1112255.777,1409386.813,6276.594854,0,0,0,1,1,1,1,1,1,1,1
-829957.6427,951543.1363,2587.366566,0,0,0,1,1,1,1,1,1,1,1
-266413.8523,931327.2451,71.69560199,0,0,0,0,0,0,0,0,0,0,0
548711.9871,1144110.438,6045.94275,0,0,0,1,1,1,1,1,1,1,1
3497253.603,1419636.164,1971.236962,0,0,0,1,1,1,1,1,1,1,1
3628076.269,1337742.594,6121.52201,0,0,0,1,1,1,1,1,1,1,1
2088394.128,-2098658.805,3.467159298,0,0,0,0,0,0,0,0,0,0,0
4352632.571,639161.2601,3391.057229,0,0,0,1,1,1,1,1,1,1,1
2209153.511,-3428069.384,126.0863361,0,0,0,0,0,0,0,0,0,0,0
1645609.721,-1015639.94,38001.39958,1,1,1,1,1,1,1,1,1,1,1
-115464.6233,749787.7709,13712.29599,0,0,0,1,1,1,1,1,1,1,1
3436873.912,-2268310.329,4880.435665,0,0,0,1,1,1,1,1,1,1,1
3577759.859,1728967.278,1905.924894,0,0,0,1,1,1,1,1,1,1,1
3618012.987,-2471850.838,391.8651555,0,0,0,0,0,0,0,0,0,0,0
-1806095.994,1594464.771,14876.08799,0,0,0,1,1,1,1,1,1,1,1
407826.0396,820304.5461,10867.18407,0,0,0,1,1,1,1,1,1,1,1
1635546.44,-2193900.048,8.667898245,0,0,0,0,0,0,0,0,0,0,0
1534913.62,810224.6548,195.0880318,0,0,0,0,0,0,0,0,0,0,0
3004152.787,-2645170.323,274.5449332,0,0,0,0,0,0,0,0,0,0,0
3668329.397,-2193900.048,2985.724877,0,0,0,1,1,1,1,1,1,1,1
4362695.852,981885.3116,31641.03659,0,0,0,1,1,1,1,1,1,1,1
3145038.734,-1628897.263,236.1642194,0,0,0,0,0,0,0,0,0,0,0
4020544.266,-2003878.087,1747.21528,0,0,0,0,0,1,1,1,1,1,1
1162572.187,568867.0176,6884.395183,0,0,0,1,1,1,1,1,1,1,1
3014216.069,-1290089.589,1996.940615,0,0,0,1,1,1,1,1,1,1,1
3628076.269,1347966.833,4492.678617,0,0,0,1,1,1,1,1,1,1,1
4292252.878,1481210.99,5996.166298,0,0,0,1,1,1,1,1,1,1,1
3145038.734,-3405065.618,4280.918086,0,0,0,1,1,1,1,1,1,1,1
1675799.567,-2236383.58,10.40147789,0,0,0,0,0,0,0,0,0,0,0
3658266.114,1780901.463,866.8692662,0,0,0,0,0,0,0,0,0,0,0
-55084.9312,870735.9152,1149.178078,0,0,0,0,0,0,0,0,0,0,0
1041812.803,488616.793,10675.53889,0,0,0,1,1,1,1,1,1,1,1
3054469.197,-2853482.828,455.1716734,0,0,0,0,0,0,0,0,0,0,0
246813.5279,1032506.287,3304.408489,1,1,1,1,1,1,1,1,1,1,1
2128647.256,-552155.42,2591.671113,0,0,0,1,1,1,1,1,1,1,1
3446937.193,-2721589.635,1737.469712,1,1,1,1,1,1,1,1,1,1,1
-95338.0587,749787.7709,2542.121202,0,0,0,1,1,1,1,1,1,1,1
3628076.269,1358194.574,7172.452559,0,0,0,1,1,1,1,1,1,1,1
3446937.193,2052952.531,562.0796155,0,0,0,0,0,0,0,0,0,0,0
3779025.499,98289.9944,76238.92508,0,0,1,1,1,1,1,1,1,1,1
-427426.3639,709535.0454,11007.0886,0,0,0,1,1,1,1,1,1,1,1
1575166.748,-562190.5322,3839.154597,0,0,0,1,1,1,1,1,1,1,1
2058204.282,-2942063.361,1.733579649,0,0,0,0,0,0,0,0,0,0,0
-75211.495,931327.2451,2833.000501,0,0,0,1,1,1,1,1,1,1,1
-930590.4623,1317304.51,1354.439224,0,0,0,0,0,1,1,1,1,1,1
1867001.924,-2236383.58,6.934318596,0,0,0,0,0,0,0,0,0,0,0
4473391.954,-1433322.422,9805.61662,0,0,0,1,1,1,1,1,1,1,1
3708582.525,28314.6929,5308.236938,0,0,0,1,1,1,1,1,1,1,1
3970227.856,2031899.581,1264.679135,0,0,0,0,0,1,1,1,1,1,1
3436873.912,-3279272.657,5683.972033,1,1,1,1,1,1,1,1,1,1,1
3396620.784,2392994.927,87.08275734,0,0,0,0,0,0,0,0,0,0,0
3658266.114,-401782.3697,19008.67965,1,1,1,1,1,1,1,1,1,1,1
-1323058.46,1656450.883,2321.895812,0,0,0,1,1,1,1,1,1,1,1
689597.9342,669311.1966,4945.752628,0,0,0,1,1,1,1,1,1,1,1
3064532.478,-1680613.556,1503.875926,0,0,0,0,0,1,1,1,1,1,1
4030607.548,-823679.417,1956.875079,0,0,0,1,1,1,1,1,1,1,1
4070860.676,941433.9853,7220.126017,0,0,0,1,1,1,1,1,1,1,1
3054469.197,-2183294.203,251.1407332,0,0,0,0,0,0,0,0,0,0,0
4121177.085,870735.9152,49777.89424,0,0,0,1,1,1,1,1,1,1,1
-538122.4658,629114.5628,3421.07357,0,0,0,1,1,1,1,1,1,1,1
2984026.223,-1167843.258,1967.929372,0,0,0,1,1,1,1,1,1,1,1
1766369.105,-1464107.863,55171.23322,1,1,1,1,1,1,1,1,1,1,1
1726115.977,-2225753.607,20.80295579,0,0,0,0,0,0,0,0,0,0,0
2531178.535,-3485761.861,30.26072067,0,0,0,0,0,0,0,0,0,0,0
3426810.63,-2809390.612,917.908527,0,0,0,0,0,0,0,0,0,0,0
3295987.964,-3543720.666,3490.069784,1,1,1,1,1,1,1,1,1,1,1
2259469.922,-2547452.66,35.48539953,0,0,0,0,0,0,0,0,0,0,0
-900400.6162,830386.5298,2493.933884,0,0,0,1,1,1,1,1,1,1,1
910990.1375,508671.4124,22320.18365,0,0,0,1,1,1,1,1,1,1,1
-477742.7737,679364.5422,8741.346071,0,0,0,1,1,1,1,1,1,1,1
478269.0131,870735.9152,20323.92031,0,0,0,1,1,1,1,1,1,1,1
1514787.055,-662624.3128,990.707414,1,1,1,1,1,1,1,1,1,1,1
2963899.659,-2045947.513,231.3658723,0,0,0,0,0,0,0,0,0,0,0
4181556.777,1615109.725,2203.104726,0,0,0,1,1,1,1,1,1,1,1
3628076.269,1368425.848,5474.338791,0,0,0,1,1,1,1,1,1,1,1
-266413.8523,679364.5422,508.0145512,0,0,0,0,0,0,0,0,0,0,0
4020544.266,1419636.164,1223.11691,0,0,0,0,0,1,1,1,1,1,1
3527443.449,-2569116.827,199.5276709,0,0,0,0,0,0,0,0,0,0,0
2350039.459,-692786.1027,9498.764743,0,0,0,1,1,1,1,1,1,1,1
2591558.226,-692786.1027,11331.30831,0,0,0,1,1,1,1,1,1,1,1
2380229.305,-2504209.624,35.48539953,0,0,0,0,0,0,0,0,0,0,0
3175228.58,-2343025.274,474.5966611,0,0,0,0,0,0,0,0,0,0,0
3527443.449,-1846869.952,5038.634552,0,0,0,1,1,1,1,1,1,1,1
2641874.636,-3543720.666,22.6955405,0,0,0,0,0,0,0,0,0,0,0
4151366.931,1419636.164,33126.39031,0,0,0,1,1,1,1,1,1,1,1
3728709.089,-965040.2867,2276.27308,1,1,1,1,1,1,1,1,1,1,1
4382822.417,1368425.848,28232.31761,0,0,0,1,1,1,1,1,1,1,1
1937444.898,-2798387.757,3.467159298,0,0,0,0,0,0,0,0,0,0,0
3628076.269,-2162100.326,11336.92774,0,0,0,1,1,1,1,1,1,1,1
226686.9642,759855.6608,14097.4525,0,0,0,1,1,1,1,1,1,1,1
3145038.734,-2721589.635,421.1283627,0,0,0,0,0,0,0,0,0,0,0
3477127.039,-2875577.969,5556.624833,1,1,1,1,1,1,1,1,1,1,1
4755163.85,1174608.331,167.5253274,1,1,1,1,1,1,1,1,1,1,1
1222951.879,1266268.639,3986.403171,0,0,0,1,1,1,1,1,1,1,1
3537506.732,378399.3896,60142.57569,0,0,0,1,1,1,1,1,1,1,1
619154.9606,1460670.863,3721.051193,0,0,0,1,1,1,1,1,1,1,1
25421.3246,649209.5806,4135.812012,1,1,1,1,1,1,1,1,1,1,1
3034342.633,-3837727.739,10676.99094,1,1,1,1,1,1,1,1,1,1,1
3346304.374,-1464107.863,900.0975911,0,0,0,0,0,0,0,0,0,0,0
3567696.577,418463.2661,4771.938967,0,0,0,1,1,1,1,1,1,1,1
3104785.607,-3165947.219,2776.421122,1,1,1,1,1,1,1,1,1,1,1
1504723.774,1083193.528,520.905157,0,0,0,0,0,0,0,0,0,0,0
1575166.748,-1025767.581,4086.668083,1,1,1,1,1,1,1,1,1,1,1
538648.7048,1266268.639,9279.154538,0,0,0,1,1,1,1,1,1,1,1
2440608.997,-3873504.366,100.8690689,0,0,0,0,0,0,0,0,0,0,0
4141303.649,1419636.164,12923.10716,0,0,0,1,1,1,1,1,1,1,1
3577759.859,1666797.022,4172.055738,0,0,0,1,1,1,1,1,1,1,1
3054469.197,-2842447.575,346.7374244,0,0,0,0,0,0,0,0,0,0,0
3668329.397,-461899.3264,11084.46022,0,0,0,1,1,1,1,1,1,1,1
3225544.99,-2919867.913,8586.47949,1,1,1,1,1,1,1,1,1,1,1
1897191.77,-3336300.461,89.52129865,0,0,0,0,0,0,0,0,0,0,0
4372759.135,981885.3116,19910.09799,0,0,0,1,1,1,1,1,1,1,1
3145038.734,-3382103.126,12220.60475,0,0,0,1,1,1,1,1,1,1,1
3426810.63,-3382103.126,4090.240744,1,1,1,1,1,1,1,1,1,1,1
3497253.603,-3008855.517,2039.480397,0,0,0,1,1,1,1,1,1,1,1
-598502.1571,820304.5461,4874.670481,0,0,0,1,1,1,1,1,1,1,1
1927381.617,-3087179.307,1.733579649,0,0,0,0,0,0,0,0,0,0,0
3929974.728,178277.1536,9358.679579,0,0,0,1,1,1,1,1,1,1,1
2833076.993,-1096736.286,1595.618409,0,0,0,0,0,1,1,1,1,1,1
4111113.803,-1680613.556,4495.664008,0,0,0,1,1,1,1,1,1,1,1
1202825.315,1113639.082,18266.4219,0,0,0,1,1,1,1,1,1,1,1
4231873.187,-1722066.31,1950.338044,0,0,0,1,1,1,1,1,1,1,1
2953836.377,-1993374.296,1002.58395,0,0,0,0,0,1,1,1,1,1,1
3185291.862,-2875577.969,566.1276492,0,0,0,0,0,0,0,0,0,0,0
-799767.7967,880828.7565,366.5435968,0,0,0,0,0,0,0,0,0,0,0
4181556.777,-51653.2989,82647.37001,0,0,1,1,1,1,1,1,1,1,1
3346304.374,-361725.0646,84733.34733,0,0,0,1,1,1,1,1,1,1,1
4443202.108,1266268.639,43605.11038,0,0,0,1,1,1,1,1,1,1,1
810357.3184,1133950.408,5878.566887,0,0,0,1,1,1,1,1,1,1,1
2802887.148,-864023.049,1503.749471,0,0,0,0,0,1,1,1,1,1,1
-860147.4887,1073050.616,1600.933062,0,0,0,0,0,1,1,1,1,1,1
1625483.157,-532089.3692,4848.107948,0,0,0,1,1,1,1,1,1,1,1
4090987.239,-51653.2989,6.62092648,0,0,0,0,0,0,0,0,0,0,0
1957571.463,-2525817.023,26.00369473,0,0,0,0,0,0,0,0,0,0,0
981433.1111,790071.0423,8444.316393,1,1,1,1,1,1,1,1,1,1,1
-558249.0296,1184780.32,3517.508759,0,0,0,1,1,1,1,1,1,1,1
-417363.0825,709535.0454,13215.33409,0,0,0,1,1,1,1,1,1,1,1
3577759.859,-2428801.939,2632.033983,0,0,0,0,0,0,0,0,0,1,1
2802887.148,-2787392.905,360.4569531,0,0,0,0,0,0,0,0,0,0,0
3366430.938,-1919996.147,2503.497387,0,0,0,1,1,1,1,1,1,1,1
2249406.639,-612387.9918,6641.157228,0,0,0,1,1,1,1,1,1,1,1
3064532.478,-2547452.66,177.4269976,0,0,0,0,0,0,0,0,0,0,0
2460735.56,-692786.1027,30406.20111,0,0,0,1,1,1,1,1,1,1,1
4020544.266,992004.3666,5501.637119,0,0,0,1,1,1,1,1,1,1,1
4402948.981,850556.8808,7636.943468,1,1,1,1,1,1,1,1,1,1,1
2158837.101,-3532107.308,20.17381378,0,0,0,0,0,0,0,0,0,0,0
2742507.456,-3672197.801,137.4341064,0,0,0,0,0,0,0,0,0,0,0
1877065.207,-2289625.857,5.200738947,0,0,0,0,0,0,0,0,0,0,0
3768962.216,1563528.705,3261.645093,0,0,0,1,1,1,1,1,1,1,1
4322442.724,-1753203.636,13857.28662,0,0,0,1,1,1,1,1,1,1,1
3668329.397,-2183294.203,2701.712517,0,0,0,1,1,1,1,1,1,1,1
-779641.2329,1093339.224,1212.828078,0,0,0,0,0,1,1,1,1,1,1
2973962.941,-2942063.361,811.9960047,0,0,0,0,0,0,0,0,0,0,0
4111113.803,-1753203.636,3925.841741,0,0,0,1,1,1,1,1,1,1,1
-749451.3869,1481210.99,19556.61041,0,0,0,1,1,1,1,1,1,1,1
3768962.216,1584148.595,5197.25729,0,0,0,1,1,1,1,1,1,1,1
3326177.81,-401782.3697,102411.4176,0,0,0,1,1,1,1,1,1,1,1
3738772.37,-2077557.461,609.3682922,0,0,0,0,0,0,0,0,0,0,0
498395.5769,931327.2451,77158.23157,1,1,1,1,1,1,1,1,1,1,1
4231873.187,850556.8808,66478.85109,0,0,0,1,1,1,1,1,1,1,1
3950101.292,2074027.658,1246.866753,0,0,0,0,0,1,1,1,1,1,1
3768962.216,1286672.955,2598.628645,0,0,0,0,0,0,0,0,0,0,0
3869595.036,1481210.99,1191.450453,0,0,0,0,0,1,1,1,1,1,1
-417363.0825,880828.7565,2118.406376,1,1,1,1,1,1,1,1,1,1,1
-1323058.46,1154273.417,1643.225663,0,0,0,1,1,1,1,1,1,1,1
3708582.525,-1005514.906,10675.09095,0,0,0,1,1,1,1,1,1,1,1
4251999.751,749787.7709,49814.98393,0,0,0,1,1,1,1,1,1,1,1
1454407.364,1256071.413,3004.600854,0,0,0,1,1,1,1,1,1,1,1
3919911.446,-1773985.049,19856.90278,0,0,0,1,1,1,1,1,1,1,1
3960164.574,-2024901.883,97.06751558,0,0,0,0,0,0,0,0,0,0,0
4080923.958,810224.6548,20646.59323,0,0,0,1,1,1,1,1,1,1,1
2984026.223,-2975420.541,1311.297896,1,1,1,1,1,1,1,1,1,1,1
4473391.954,1123793.297,19546.26581,0,0,0,1,1,1,1,1,1,1,1
